[2026-04-30 09:17:26] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 09:50:02] INFO    ask_my_brain | pdfplumber成功: 2判断一件事是否值得智能化.pdf, 7655 字符, 52 页
[2026-04-30 09:50:02] INFO    ask_my_brain | 文档加载: 2判断一件事是否值得智能化.pdf, 7655 字符
[2026-04-30 09:50:02] INFO    ask_my_brain | 解析PDF: 3知识库.pdf (5.8MB)
[2026-04-30 09:50:02] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:02] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:03] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:03] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:03] INFO    ask_my_brain | pdfplumber成功: 3知识库.pdf, 6524 字符, 37 页
[2026-04-30 09:50:03] INFO    ask_my_brain | 文档加载: 3知识库.pdf, 6524 字符
[2026-04-30 09:50:03] INFO    ask_my_brain | 解析PDF: 4指标体系与价值口径设计.pdf (4.9MB)
[2026-04-30 09:50:03] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:04] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:04] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:04] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:05] INFO    ask_my_brain | pdfplumber成功: 4指标体系与价值口径设计.pdf, 6972 字符, 37 页
[2026-04-30 09:50:05] INFO    ask_my_brain | 文档加载: 4指标体系与价值口径设计.pdf, 6972 字符
[2026-04-30 09:50:05] INFO    ask_my_brain | 解析PDF: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf (3.3MB)
[2026-04-30 09:50:05] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:05] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:06] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:06] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:06] INFO    ask_my_brain | pdfplumber成功: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 5813 字符, 37 页
[2026-04-30 09:50:06] INFO    ask_my_brain | 文档加载: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 5813 字符
[2026-04-30 09:50:06] INFO    ask_my_brain | 解析PDF: 第6节课：项目骨架的构建.pdf (3.9MB)
[2026-04-30 09:50:06] INFO    ask_my_brain | PDF共 33 页
[2026-04-30 09:50:07] DEBUG   ask_my_brain |   已解析 10/33 页
[2026-04-30 09:50:08] DEBUG   ask_my_brain |   已解析 20/33 页
[2026-04-30 09:50:09] DEBUG   ask_my_brain |   已解析 30/33 页
[2026-04-30 09:50:09] INFO    ask_my_brain | pdfplumber成功: 第6节课：项目骨架的构建.pdf, 3906 字符, 33 页
[2026-04-30 09:50:09] INFO    ask_my_brain | 文档加载: 第6节课：项目骨架的构建.pdf, 3906 字符
[2026-04-30 09:50:09] INFO    ask_my_brain | 解析PDF: 第7节｜提示词设计的产品思维.pdf (4.8MB)
[2026-04-30 09:50:09] INFO    ask_my_brain | PDF共 59 页
[2026-04-30 09:50:09] DEBUG   ask_my_brain |   已解析 10/59 页
[2026-04-30 09:50:10] DEBUG   ask_my_brain |   已解析 20/59 页
[2026-04-30 09:50:11] DEBUG   ask_my_brain |   已解析 30/59 页
[2026-04-30 09:50:11] DEBUG   ask_my_brain |   已解析 40/59 页
[2026-04-30 09:50:12] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 09:50:17] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 09:50:17] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 09:50:17] DEBUG   ask_my_brain |   已解析 50/59 页
[2026-04-30 09:50:18] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 09:50:18] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 09:50:19] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 09:50:19] INFO    ask_my_brain | pdfplumber成功: 第7节｜提示词设计的产品思维.pdf, 12406 字符, 59 页
[2026-04-30 09:50:19] INFO    ask_my_brain | 文档加载: 第7节｜提示词设计的产品思维.pdf, 12406 字符
[2026-04-30 09:50:20] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 09:50:20] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 09:50:20] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 09:50:20] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 09:50:20] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 09:50:21] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 09:50:21] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 09:50:21] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 09:50:22] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 09:50:22] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 09:50:22] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 09:50:23] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 09:50:23] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 09:50:23] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 09:50:23] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 09:50:23] INFO    ask_my_brain | 解析PDF: 2判断一件事是否值得智能化.pdf (5.0MB)
[2026-04-30 09:50:23] INFO    ask_my_brain | PDF共 52 页
[2026-04-30 09:50:24] DEBUG   ask_my_brain |   已解析 10/52 页
[2026-04-30 09:50:24] DEBUG   ask_my_brain |   已解析 20/52 页
[2026-04-30 09:50:24] DEBUG   ask_my_brain |   已解析 30/52 页
[2026-04-30 09:50:25] DEBUG   ask_my_brain |   已解析 40/52 页
[2026-04-30 09:50:25] DEBUG   ask_my_brain |   已解析 50/52 页
[2026-04-30 09:50:25] INFO    ask_my_brain | pdfplumber成功: 2判断一件事是否值得智能化.pdf, 7655 字符, 52 页
[2026-04-30 09:50:25] INFO    ask_my_brain | 文档加载: 2判断一件事是否值得智能化.pdf, 7655 字符
[2026-04-30 09:50:25] INFO    ask_my_brain | 解析PDF: 3知识库.pdf (5.8MB)
[2026-04-30 09:50:25] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:26] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:26] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:27] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:27] INFO    ask_my_brain | pdfplumber成功: 3知识库.pdf, 6524 字符, 37 页
[2026-04-30 09:50:27] INFO    ask_my_brain | 文档加载: 3知识库.pdf, 6524 字符
[2026-04-30 09:50:27] INFO    ask_my_brain | 解析PDF: 4指标体系与价值口径设计.pdf (4.9MB)
[2026-04-30 09:50:27] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:27] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 09:50:27] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 09:50:28] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 09:50:28] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:29] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 09:50:29] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:29] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 09:50:30] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 09:50:30] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 09:50:30] INFO    ask_my_brain | 解析PDF: 2判断一件事是否值得智能化.pdf (5.0MB)
[2026-04-30 09:50:30] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:30] INFO    ask_my_brain | PDF共 52 页
[2026-04-30 09:50:30] INFO    ask_my_brain | pdfplumber成功: 4指标体系与价值口径设计.pdf, 6972 字符, 37 页
[2026-04-30 09:50:30] INFO    ask_my_brain | 文档加载: 4指标体系与价值口径设计.pdf, 6972 字符
[2026-04-30 09:50:31] DEBUG   ask_my_brain |   已解析 10/52 页
[2026-04-30 09:50:31] DEBUG   ask_my_brain |   已解析 20/52 页
[2026-04-30 09:50:32] DEBUG   ask_my_brain |   已解析 30/52 页
[2026-04-30 09:50:32] DEBUG   ask_my_brain |   已解析 40/52 页
[2026-04-30 09:50:32] DEBUG   ask_my_brain |   已解析 50/52 页
[2026-04-30 09:50:33] INFO    ask_my_brain | pdfplumber成功: 2判断一件事是否值得智能化.pdf, 7655 字符, 52 页
[2026-04-30 09:50:33] INFO    ask_my_brain | 文档加载: 2判断一件事是否值得智能化.pdf, 7655 字符
[2026-04-30 09:50:33] INFO    ask_my_brain | 解析PDF: 3知识库.pdf (5.8MB)
[2026-04-30 09:50:33] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:33] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:33] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:34] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:34] INFO    ask_my_brain | pdfplumber成功: 3知识库.pdf, 6524 字符, 37 页
[2026-04-30 09:50:34] INFO    ask_my_brain | 文档加载: 3知识库.pdf, 6524 字符
[2026-04-30 09:50:34] INFO    ask_my_brain | 解析PDF: 4指标体系与价值口径设计.pdf (4.9MB)
[2026-04-30 09:50:34] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:35] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:35] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:35] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:36] INFO    ask_my_brain | pdfplumber成功: 4指标体系与价值口径设计.pdf, 6972 字符, 37 页
[2026-04-30 09:50:36] INFO    ask_my_brain | 文档加载: 4指标体系与价值口径设计.pdf, 6972 字符
[2026-04-30 09:50:36] INFO    ask_my_brain | 解析PDF: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf (3.3MB)
[2026-04-30 09:50:36] INFO    ask_my_brain | PDF共 37 页
[2026-04-30 09:50:36] DEBUG   ask_my_brain |   已解析 10/37 页
[2026-04-30 09:50:37] DEBUG   ask_my_brain |   已解析 20/37 页
[2026-04-30 09:50:37] DEBUG   ask_my_brain |   已解析 30/37 页
[2026-04-30 09:50:37] INFO    ask_my_brain | pdfplumber成功: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 5813 字符, 37 页
[2026-04-30 09:50:37] INFO    ask_my_brain | 文档加载: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 5813 字符
[2026-04-30 09:50:37] INFO    ask_my_brain | 解析PDF: 第6节课：项目骨架的构建.pdf (3.9MB)
[2026-04-30 09:50:37] INFO    ask_my_brain | PDF共 33 页
[2026-04-30 09:50:38] DEBUG   ask_my_brain |   已解析 10/33 页
[2026-04-30 09:50:39] DEBUG   ask_my_brain |   已解析 20/33 页
[2026-04-30 09:50:39] DEBUG   ask_my_brain |   已解析 30/33 页
[2026-04-30 09:50:39] INFO    ask_my_brain | pdfplumber成功: 第6节课：项目骨架的构建.pdf, 3906 字符, 33 页
[2026-04-30 09:50:39] INFO    ask_my_brain | 文档加载: 第6节课：项目骨架的构建.pdf, 3906 字符
[2026-04-30 09:50:39] INFO    ask_my_brain | 解析PDF: 第7节｜提示词设计的产品思维.pdf (4.8MB)
[2026-04-30 09:50:39] INFO    ask_my_brain | PDF共 59 页
[2026-04-30 09:50:40] DEBUG   ask_my_brain |   已解析 10/59 页
[2026-04-30 09:50:41] DEBUG   ask_my_brain |   已解析 20/59 页
[2026-04-30 09:50:41] DEBUG   ask_my_brain |   已解析 30/59 页
[2026-04-30 09:50:42] DEBUG   ask_my_brain |   已解析 40/59 页
[2026-04-30 09:50:42] DEBUG   ask_my_brain |   已解析 50/59 页
[2026-04-30 09:50:43] INFO    ask_my_brain | pdfplumber成功: 第7节｜提示词设计的产品思维.pdf, 12406 字符, 59 页
[2026-04-30 09:50:43] INFO    ask_my_brain | 文档加载: 第7节｜提示词设计的产品思维.pdf, 12406 字符
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 2判断一件事是否值得智能化.pdf, 12 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 3知识库.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 4指标体系与价值口径设计.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 9 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第6节课：项目骨架的构建.pdf, 6 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第7节｜提示词设计的产品思维.pdf, 20 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 2判断一件事是否值得智能化.pdf, 12 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 3知识库.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 4指标体系与价值口径设计.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 9 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第6节课：项目骨架的构建.pdf, 6 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第7节｜提示词设计的产品思维.pdf, 20 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 2判断一件事是否值得智能化.pdf, 12 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 3知识库.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 4指标体系与价值口径设计.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 2判断一件事是否值得智能化.pdf, 12 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 3知识库.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 4指标体系与价值口径设计.pdf, 11 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf, 9 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第6节课：项目骨架的构建.pdf, 6 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 分块完成: 第7节｜提示词设计的产品思维.pdf, 20 chunk, 语言=chinese
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 2判断一件事是否值得智能化.pdf (7655 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 3知识库.pdf (6524 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 4指标体系与价值口径设计.pdf (6972 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf (5813 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第6节课：项目骨架的构建.pdf (3906 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第7节｜提示词设计的产品思维.pdf (12406 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 2判断一件事是否值得智能化.pdf (7655 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 3知识库.pdf (6524 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 4指标体系与价值口径设计.pdf (6972 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf (5813 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第6节课：项目骨架的构建.pdf (3906 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第7节｜提示词设计的产品思维.pdf (12406 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 2判断一件事是否值得智能化.pdf (7655 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 3知识库.pdf (6524 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 4指标体系与价值口径设计.pdf (6972 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 2判断一件事是否值得智能化.pdf (7655 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 3知识库.pdf (6524 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 4指标体系与价值口径设计.pdf (6972 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第5节课：流程图与泳道图——智能系统的交互逻辑设计.pdf (5813 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第6节课：项目骨架的构建.pdf (3906 字符)
[2026-04-30 09:50:53] DEBUG   ask_my_brain | 完整文档已缓存: 第7节｜提示词设计的产品思维.pdf (12406 字符)
[2026-04-30 09:50:53] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 09:50:53] INFO    ask_my_brain | 首次使用需下载模型（约90MB），请稍候...
[2026-04-30 09:58:42] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 09:58:42] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 09:58:54] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 09:59:44] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 09:59:48] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 10:00:30] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:00:32] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:00:38] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 10:02:37] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:02:37] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 10:02:53] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 10:02:53] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 10:02:54] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 10:02:54] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 10:02:54] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 10:02:55] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 10:02:55] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 10:02:58] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:02:58] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:02:58] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:04] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:03:13] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:14] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 10:03:16] INFO    ask_my_brain | 向量化完成: 200 chunk -> 200 向量
[2026-04-30 10:03:33] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:03:33] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:03:33] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:33] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:03:33] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:03:33] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:34] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:03:34] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:03:34] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:34] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:03:34] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:03:34] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:34] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:03:34] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:03:34] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:03:39] INFO    ask_my_brain | 索引已清空
[2026-04-30 10:03:39] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 10:03:42] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:04:02] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:04:04] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 10:04:09] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 10:04:09] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 10:04:09] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 10:04:10] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 10:04:10] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 10:04:11] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 10:04:11] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 10:04:15] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:04:15] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:04:15] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:06:06] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:07:03] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:07:16] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 10:07:18] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 10:07:26] INFO    ask_my_brain | 解析PDF: 1什么是产品经理.pdf (5.1MB)
[2026-04-30 10:07:26] INFO    ask_my_brain | PDF共 39 页
[2026-04-30 10:07:26] DEBUG   ask_my_brain |   已解析 10/39 页
[2026-04-30 10:07:27] DEBUG   ask_my_brain |   已解析 20/39 页
[2026-04-30 10:07:27] DEBUG   ask_my_brain |   已解析 30/39 页
[2026-04-30 10:07:27] INFO    ask_my_brain | pdfplumber成功: 1什么是产品经理.pdf, 4622 字符, 39 页
[2026-04-30 10:07:27] INFO    ask_my_brain | 文档加载: 1什么是产品经理.pdf, 4622 字符
[2026-04-30 10:07:36] DEBUG   ask_my_brain | 分块完成: 1什么是产品经理.pdf, 8 chunk, 语言=chinese
[2026-04-30 10:07:36] DEBUG   ask_my_brain | 完整文档已缓存: 1什么是产品经理.pdf (4622 字符)
[2026-04-30 10:07:36] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 10:07:36] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 10:07:38] INFO    ask_my_brain | 向量化完成: 8 chunk -> 8 向量
[2026-04-30 10:07:39] INFO    ask_my_brain | 索引构建完成: 8 个chunk写入ChromaDB
[2026-04-30 10:07:49] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 10:07:50] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/anthropic
[2026-04-30 10:08:11] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 10:09:08] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 10:09:36] INFO    ask_my_brain | 策略A检索: 5 chunk, 1666 tokens
